College_Name,State,Stream,Degree,Fee
Delhi Pharmaceutical Sciences and Research University ,Delhi ncr,Medical,PG,57050
Manav Rachna International Institute of Research and ,Delhi ncr,Medical,PG,171000
"Starex University, Gurgaon ",Delhi ncr,Medical,PG,60000
SunRise University ,Delhi ncr,Medical,PG,20200
Sri Venkateswara Institute of Medical Sciences ,Andhra pradesh,Medical,PG,27700
Maharajah's Institute of Medical Sciences ,Andhra pradesh,Medical,PG,2668050
PES Institute of Medical Sciences and Research ,Andhra pradesh,Medical,PG,432000
Dr. Pinnamaneni Siddhartha Institute of Medical Sciences ,Andhra pradesh,Medical,PG,1790500
Alluri Sitarama Raju Academy of Medical Sciences ,Andhra pradesh,Medical,PG,2668050
"Great Eastern Medical School and Hospital, Srikakulam ",Andhra pradesh,Medical,PG,471363
"GITAM, Visakhapatnam ",Andhra pradesh,Medical,PG,2075700
"GSL Medical College and General Hospital, Rajahmundhry ",Andhra pradesh,Medical,PG,2420000
"Katuri Medical College and Hospital, Guntur ",Andhra pradesh,Medical,PG,760625
NRI Medical College ,Andhra pradesh,Medical,PG,319725
"Narayana Medical College and Hospital, Nellore ",Andhra pradesh,Medical,PG,170000
"Siddhartha Medical College, Vijayawada ",Andhra pradesh,Medical,PG,11000
Kasturba Medical College ,Karnataka,Medical,PG,1660000
"St John's Medical College, Bangalore ",Karnataka,Medical,PG,500000
Kasturba Medical College ,Karnataka,Medical,PG,230000
JSS Medical College and Hospital ,Karnataka,Medical,PG,1475000
"Ramaiah Medical College, Bangalore ",Karnataka,Medical,PG,67000
Bangalore Medical College and Research Institute ,Karnataka,Medical,PG,34720
KS Hegde Medical Academy ,Karnataka,Medical,PG,117500
Belagavi Institute of Medical Sciences ,Karnataka,Medical,PG,118500
"Jawaharlal Nehru Medical College, Belagavi ",Karnataka,Medical,PG,3310000
Manipal Academy of Higher Education ,Karnataka,Medical,PG,262000
"JSS Academy of Higher Education & Research, ",Karnataka,Medical,PG,114300
Yenepoya Dental College ,Karnataka,Medical,PG,290000
Dayananda Sagar University ,Karnataka,Medical,PG,157750
Garden City University ,Karnataka,Medical,PG,90100
"KLE University, Belgaum ",Karnataka,Medical,PG,71000
"Yenepoya University, Mangalore ",Karnataka,Medical,PG,75000
Nitte University ,Karnataka,Medical,PG,106000
"Srinivas University, Mangalore ",Karnataka,Medical,PG,90000
Adichunchanagiri University ,Karnataka,Medical,PG,521000
"BLDE University, Bijapur ",Karnataka,Medical,PG,101000
"Krupanidhi Group of Institutions, Bangalore ",Karnataka,Medical,PG,402000
Osmania Medical College ,Telangana,Medical,PG,28100
"SVS Medical College, Mahabub Nagar ",Telangana,Medical,PG,319725
Indian Institute of Public Health ,Telangana,Medical,PG,200000
Chalmeda Anand Rao Institute of Medical Sciences ,Telangana,Medical,PG,7200000
"Kamineni Institute of Medical Sciences, Nalgonda ",Telangana,Medical,PG,345000
Nizam's Institute of Medical Sciences ,Telangana,Medical,PG,166000
"Kaloji Narayana Rao University of Health Sciences, ",Telangana,Medical,PG,225000
Sri Aurobindo Institute of Medical Sciences ,Madhya pradesh,Medical,PG,1650000
Rabindranath Tagore University ,Madhya pradesh,Medical,PG,60000
Barkatullah University ,Madhya pradesh,Medical,PG,7450
Atal Bihari Vajpayee Hindi Vishwavidyalaya ,Madhya pradesh,Medical,PG,9500
"Career College, Bhopal ",Madhya pradesh,Medical,PG,75000
"RKDF University, Bhopal ",Madhya pradesh,Medical,PG,150000
LNCT University ,Madhya pradesh,Medical,PG,26000
"ITM University, Gwalior ",Madhya pradesh,Medical,PG,35000
"People's University, Bhopal ",Madhya pradesh,Medical,PG,80000
"Swami Vivekanand University, Sagar ",Madhya pradesh,Medical,PG,22600
Sarvepalli Radhakrishnan University ,Madhya pradesh,Medical,PG,129400
"Malwanchal University, Indore ",Madhya pradesh,Medical,PG,1250700
P.K. University ,Madhya pradesh,Medical,PG,30000
Dr. C.V. Raman University ,Madhya pradesh,Medical,PG,22000
"NRI Vidyadayini Institute of Science, Management, and ",Madhya pradesh,Medical,PG,65000
Mansarovar Global University ,Madhya pradesh,Medical,PG,56000
"Amrita School of Medicine, Kochi ",Kerala,Medical,PG,2898400
Calicut University ,Kerala,Medical,PG,7130
Kerala Veterinary and Animal Sciences University ,Kerala,Medical,PG,68350
"Amrita Vishwa Vidyapeetham Amritapuri Campus, Kollam ",Kerala,Medical,PG,300000
"Government Homoeopathic Medical College, Calicut ",Kerala,Medical,PG,15250
Poomulli Neelakandan Namboodiripad Memorial Ayurveda Medical College ,Kerala,Medical,PG,20700
Pankajakasthuri Ayurveda Medical College ,Kerala,Medical,PG,20700
All India Institute of Medical Sciences ,Rajasthan,Medical,PG,2147
Madhav University ,Rajasthan,Medical,PG,25000
Janardan Rai Nagar Rajasthan Vidyapeeth University ,Rajasthan,Medical,PG,95000
"Poddar Group of Institutions, Jaipur ",Rajasthan,Medical,PG,15000
Mahatma Jyoti Rao Phoole University ,Rajasthan,Medical,PG,51000
"NIMS University, Jaipur ",Rajasthan,Medical,PG,80000
Career Point University ,Rajasthan,Medical,PG,94000
Mewar University ,Rajasthan,Medical,PG,53000
"Singhania University, Jhunjhunu ",Rajasthan,Medical,PG,92000
Jaipur National University ,Rajasthan,Medical,PG,52000
"Tantia University, Sriganganagar ",Rajasthan,Medical,PG,70000
JECRC University ,Rajasthan,Medical,PG,70000
SunRise University ,Rajasthan,Medical,PG,20200
"OPJS University, Churu ",Rajasthan,Medical,PG,82000
Geetanjali University ,Rajasthan,Medical,PG,710200
Poornima University ,Rajasthan,Medical,PG,172000
Jayoti Vidyapeeth Women's University ,Rajasthan,Medical,PG,65000
"Apex University, Jaipur ",Rajasthan,Medical,PG,30000
"Jagannath University, Jaipur ",Rajasthan,Medical,PG,75000
Post Graduate Institute of Medical Education & ,Haryana,Medical,PG,3470
Government Medical College and Hospital ,Haryana,Medical,PG,22000
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Haryana,Medical,PG,21153
Panjab University ,Haryana,Medical,PG,95800
Chandigarh University ,Haryana,Medical,PG,110000
Guru Jambheshwar University of Science and Technology ,Haryana,Medical,PG,22600
Maharishi Markandeshwar ,Haryana,Medical,PG,72000
"Gurugram University, Gurgaon ",Haryana,Medical,PG,50000
"Amity University, Gurgaon ",Haryana,Medical,PG,84000
Manav Rachna International Institute of Research and ,Haryana,Medical,PG,171000
"Starex University, Gurgaon ",Haryana,Medical,PG,60000
Modern Vidya Niketan ,Haryana,Medical,PG,105000
"Lingaya's Vidyapeeth, Faridabad ",Haryana,Medical,PG,103500
Manav Rachna University ,Haryana,Medical,PG,136000
"Sushant University / Ansal University, Gurgaon ",Haryana,Medical,PG,142000
G D Goenka University ,Haryana,Medical,PG,129000
"Jagannath University, Bahadurgarh ",Haryana,Medical,PG,95000
Al-Falah university ,Haryana,Medical,PG,50000
"SGT University, Gurgaon ",Haryana,Medical,PG,162500
RP Inderaprastha Institute of Technology ,Haryana,Medical,PG,78000
B. J. Medical College ,Gujarat,Medical,PG,90000
"Government Medical College, Surat ",Gujarat,Medical,PG,1808333
"Smt. NHL Municipal Medical College, Ahmedabad ",Gujarat,Medical,PG,634000
Pandit Deendayal Upadhyay Medical College ,Gujarat,Medical,PG,90000
C. U. Shah Medical College ,Gujarat,Medical,PG,900000
Pramukhswami Medical College ,Gujarat,Medical,PG,25000
"GCS Medical College, Hospital & Research Centre, ",Gujarat,Medical,PG,1050000
Smt. B.K. Shah Medical Institute and Research ,Gujarat,Medical,PG,1250000
Dr Babasaheb Ambedkar Open University ,Gujarat,Medical,PG,4200
"Sumandeep Vidyapeeth, Vadodara ",Gujarat,Medical,PG,17500
Ganpat University ,Gujarat,Medical,PG,100000
"P.P. Savani University, Surat ",Gujarat,Medical,PG,143500
Marwadi University ,Gujarat,Medical,PG,70000
"Uka Tarsadia University, Bardoli ",Gujarat,Medical,PG,248000
RK University ,Gujarat,Medical,PG,270000
Charotar University of Science and Technology ,Gujarat,Medical,PG,200000
Post Graduate Institute of Medical Education & ,Punjab,Medical,PG,3470
Christian Medical College ,Punjab,Medical,PG,390000
Dayanand Medical College and Hospital ,Punjab,Medical,PG,1611800
Government Medical College and Hospital ,Punjab,Medical,PG,22000
Panjab University ,Punjab,Medical,PG,95800
"Government Medical College / Rajindra Hospital-[GMCP], Patiala ",Punjab,Medical,PG,110000
Chandigarh University ,Punjab,Medical,PG,110000
"Khalsa College, Amritsar ",Punjab,Medical,PG,64115
"RIMT University, Gobindgarh ",Punjab,Medical,PG,60000
Chitkara University ,Punjab,Medical,PG,176000
"Adesh University, Bathinda ",Punjab,Medical,PG,73000
"Rayat Bahra University, Mohali ",Punjab,Medical,PG,125000
Sri Guru Granth Sahib World University ,Punjab,Medical,PG,88000
Sri Guru Ram Das University of Health ,Punjab,Medical,PG,40000
CT University ,Punjab,Medical,PG,72700
"CT Group of Institutions, Jalandhar ",Punjab,Medical,PG,31750
"Rayat Bahra Patiala Campus, Patiala ",Punjab,Medical,PG,70000
"SBET Institute of Management and Technology, Mohali ",Punjab,Medical,PG,32000
"Kolkata Medical College, Kolkata ",West bengal,Medical,PG,24000
Institute of Post Graduate Medical Education And ,West bengal,Medical,PG,20050
R. G. Kar Medical College and Hospital ,West bengal,Medical,PG,15250
"Brainware University, Kolkata ",West bengal,Medical,PG,184800
Siksha 'O' Anusandhan University ,Orissa,Medical,PG,1790000
Kalinga Institute of Industrial Technology ,Orissa,Medical,PG,225000
Veer Surendra Sai Institute of Medical Sciences ,Orissa,Medical,PG,40000
Maharaja Krishna Chandra Gajapati Medical College and ,Orissa,Medical,PG,40000
Centurion University of Technology and Management ,Orissa,Medical,PG,40000
AIPH University ,Orissa,Medical,PG,160000
"DRIEMS Group of Institutions, Cuttack ",Orissa,Medical,PG,103000
"Hi-tech Group of Institutions, Bhubaneswar ",Orissa,Medical,PG,500000
Kalinga Institute of Medical Sciences ,Orissa,Medical,PG,1875000
Swami Vivekanand National Institute of Rehabilitation Training ,Orissa,Medical,PG,26370
Sri Ram Chandra Bhanja Medical College and ,Orissa,Medical,PG,42200
"Utkal University, Bhubaneswar ",Orissa,Medical,PG,25000
Institute of Medical Sciences and SUM Hospital ,Orissa,Medical,PG,400000
Asian Institute of Public health ,Orissa,Medical,PG,160000
Hi-Tech Medical College and Hospital ,Orissa,Medical,PG,715000
"Gopabandhu Ayurveda Mahavidyalaya, Puri ",Orissa,Medical,PG,19650
Shri Guru Ram Rai Institute of Medical ,Uttarakhand,Medical,PG,1028825
Dolphin PG Institute of BioMedical & Natural ,Uttarakhand,Medical,PG,70000
"Patanjali University, Haridwar ",Uttarakhand,Medical,PG,20000
Swami Rama Himalayan University ,Uttarakhand,Medical,PG,67500
Shri Guru Ram Rai University ,Uttarakhand,Medical,PG,83649
Sardar Bhagwan Singh University ,Uttarakhand,Medical,PG,126500
"Sai group of institutions, Dehradun ",Uttarakhand,Medical,PG,97600
"Chandola Homoeopathic Medical College and Hospital, Udham ",Uttarakhand,Medical,PG,110000
Sardar Bhagwan Singh Post Graduate Institute of ,Uttarakhand,Medical,PG,126500
Uttaranchal College of Technology and BioMedical Sciences ,Uttarakhand,Medical,PG,75000
All India Institute of Medical Sciences ,Uttarakhand,Medical,PG,22300
Dev Sanskriti Vishwavidyalaya ,Uttarakhand,Medical,PG,60000
JSS College of Pharmacy ,Tamil nadu,Pharmacy,PG,144500
Annamalai University ,Tamil nadu,Pharmacy,PG,103260
"SRM College of Pharmacy, Kanchipuram ",Tamil nadu,Pharmacy,PG,150000
Sri Ramachandra Institute of Higher Education and ,Tamil nadu,Pharmacy,PG,100000
PSG College of Pharmacy ,Tamil nadu,Pharmacy,PG,197000
Madras Medical College ,Tamil nadu,Pharmacy,PG,470000
"Vels Institute of Science, Technology & Advanced ",Tamil nadu,Pharmacy,PG,353800
"Sri Ramakrishna Institute of Paramedical Science, College ",Tamil nadu,Pharmacy,PG,75000
SRM Institute of Technology ,Tamil nadu,Pharmacy,PG,185000
"Sathyabama Institute of Science and Technology, Chennai ",Tamil nadu,Pharmacy,PG,75000
"Sri Ramachandra Medical College, Chennai ",Tamil nadu,Pharmacy,PG,125000
The Erode College of Pharmacy & Research ,Tamil nadu,Pharmacy,PG,55000
Karpagam Academy of Higher Education ,Tamil nadu,Pharmacy,PG,205500
"RVS College of Pharmaceutical Science, Coimbatore ",Tamil nadu,Pharmacy,PG,68000
"Dr. M.G.R. Educational and Research Institute, Chennai ",Tamil nadu,Pharmacy,PG,200000
Bharath University ,Tamil nadu,Pharmacy,PG,120000
Vinayaka Missions University ,Tamil nadu,Pharmacy,PG,51000
Institute of Chemical Technology ,Maharashtra,Pharmacy,PG,64500
"Poona College of Pharmacy, Pune ",Maharashtra,Pharmacy,PG,50000
Bombay College of Pharmacy ,Maharashtra,Pharmacy,PG,41633
Rashtrasant Tukadoji Maharaj Nagpur University ,Maharashtra,Pharmacy,PG,16335
"Dr. Bhanuben Nanavati College of Pharmacy, Mumbai ",Maharashtra,Pharmacy,PG,150000
"Y. B. Chavan College of Pharmacy, Aurangabad ",Maharashtra,Pharmacy,PG,160000
RC Patel Institute of Pharmacutical Education and ,Maharashtra,Pharmacy,PG,152500
Dr. D.Y. Patil Institute of Pharmaceutical Sciences ,Maharashtra,Pharmacy,PG,130000
Bharati Vidyapeeth’s College of Pharmacy ,Maharashtra,Pharmacy,PG,200000
Bharati Vidyapeeth College of Pharmacy ,Maharashtra,Pharmacy,PG,163292
"Smt Kishoritai Bhoyar College of Pharmacy, Nagpur ",Maharashtra,Pharmacy,PG,155000
Principal K.M. Kundnani College of Pharmacy ,Maharashtra,Pharmacy,PG,36000
Maeer's Maharashtra Institute of Pharmacy ,Maharashtra,Pharmacy,PG,195000
VES College of Pharmacy ,Maharashtra,Pharmacy,PG,182731
"Dr DY Patil College of Pharmacy Akurdi, ",Maharashtra,Pharmacy,PG,133983
"MVP Samaj's College of Pharmacy, Nashik ",Maharashtra,Pharmacy,PG,80500
"Modern College of Pharmacy Nigdi, Pune ",Maharashtra,Pharmacy,PG,115000
"DY Patil University, Navi Mumbai ",Maharashtra,Pharmacy,PG,250000
Narsee Monjee Institute of Management Studies ,Maharashtra,Pharmacy,PG,352000
"Pravara Rural College of Pharmacy (Diploma), Ahmed ",Maharashtra,Pharmacy,PG,118000
Rajgad Dnyanpeeth's College of Pharmacy ,Maharashtra,Pharmacy,PG,67000
Bharati Vidyapeeth Deemed University ,Maharashtra,Pharmacy,PG,142000
"P Wadhwani College of Pharmacy, Yavatmal ",Maharashtra,Pharmacy,PG,120000
"Amity University, Noida ",Uttar pradesh,Pharmacy,PG,120000
"Integral University, Lucknow ",Uttar pradesh,Pharmacy,PG,130000
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Pharmacy,PG,142000
Banaras Hindu University ,Uttar pradesh,Pharmacy,PG,13410
Indian Institute of Technology ,Uttar pradesh,Pharmacy,PG,37315
"Amity University, Lucknow ",Uttar pradesh,Pharmacy,PG,182000
Teerthanker Mahaveer University ,Uttar pradesh,Pharmacy,PG,211500
Sunder Deep Pharmacy College ,Uttar pradesh,Pharmacy,PG,105950
"SR College of Pharmacy, Jhansi ",Uttar pradesh,Pharmacy,PG,54000
Spectrum Institute of Pharmaceutical Sciences & Research ,Uttar pradesh,Pharmacy,PG,117200
Dr MC Saxena College of Pharmacy ,Uttar pradesh,Pharmacy,PG,93250
Dayanand Dinanath College ,Uttar pradesh,Pharmacy,PG,92603
Chhatrapati Shahu Ji Maharaj University ,Uttar pradesh,Pharmacy,PG,71163
"Advance Institute of Biotech and Paramedical Sciences, ",Uttar pradesh,Pharmacy,PG,68750
Sharda University ,Uttar pradesh,Pharmacy,PG,75000
Galgotias University ,Uttar pradesh,Pharmacy,PG,85000
"Rama University, Kanpur ",Uttar pradesh,Pharmacy,PG,100000
"GLA University, Mathura ",Uttar pradesh,Pharmacy,PG,178000
Sanskriti University ,Uttar pradesh,Pharmacy,PG,110000
"IFTM University, Moradabad ",Uttar pradesh,Pharmacy,PG,75000
"Jamia Hamdard University, New Delhi ",Delhi ncr,Pharmacy,PG,210000
"Amity University, Noida ",Delhi ncr,Pharmacy,PG,120000
Delhi Institute of Pharmaceutical Sciences and Research ,Delhi ncr,Pharmacy,PG,37885
Maharshi Dayanand University ,Delhi ncr,Pharmacy,PG,25600
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Delhi ncr,Pharmacy,PG,10730
Apeejay Stya University ,Delhi ncr,Pharmacy,PG,290200
Shri Baba Mastnath Institute of Pharmaceutical Sciences ,Delhi ncr,Pharmacy,PG,80000
Sunder Deep Pharmacy College ,Delhi ncr,Pharmacy,PG,105950
Spectrum Institute of Pharmaceutical Sciences & Research ,Delhi ncr,Pharmacy,PG,117200
Ram Gopal College of Pharmacy ,Delhi ncr,Pharmacy,PG,110000
"Gurugram University, Gurgaon ",Delhi ncr,Pharmacy,PG,50000
Sharda University ,Delhi ncr,Pharmacy,PG,75000
Galgotias University ,Delhi ncr,Pharmacy,PG,85000
"Amity University, Gurgaon ",Delhi ncr,Pharmacy,PG,84000
Delhi Pharmaceutical Sciences and Research University ,Delhi ncr,Pharmacy,PG,44050
"Starex University, Gurgaon ",Delhi ncr,Pharmacy,PG,100000
SunRise University ,Delhi ncr,Pharmacy,PG,300000
Modern Vidya Niketan ,Delhi ncr,Pharmacy,PG,125000
"Andhra University, College of Pharmaceutical Sciences, Visakhapatnam ",Andhra pradesh,Pharmacy,PG,315483
"Chalapathi Institute of Pharmaceutical Sciences, Guntur ",Andhra pradesh,Pharmacy,PG,67800
Acharya Nagarjuna University ,Andhra pradesh,Pharmacy,PG,93230
Sri Padmavati Mahila Visvavidyalayam ,Andhra pradesh,Pharmacy,PG,15000
Sri Venkateswara College of Pharmacy ,Andhra pradesh,Pharmacy,PG,117500
Raghavendhra Institute of Pharmaceutical Education and Research ,Andhra pradesh,Pharmacy,PG,104784
