College_Name,State,Stream,Degree,Fee
"Vels Institute of Science, Technology & Advanced ",Tamil nadu,Hotel-management,PG,25300
"Dr. M.G.R. Educational and Research Institute, Chennai ",Tamil nadu,Hotel-management,PG,30000
All India Institute of Technology and Management ,Tamil nadu,Hotel-management,PG,25000
Institute of Hotel Management Catering Technology and ,Maharashtra,Hotel-management,PG,60000
"DY Patil University, Navi Mumbai ",Maharashtra,Hotel-management,PG,250000
Suryadatta College of Hospitality Management and Travel ,Maharashtra,Hotel-management,PG,110000
Chhatrapati Shivaji Maharaj University ,Maharashtra,Hotel-management,PG,91100
"Institute of Hotel Management, Catering & Nutrition ",Uttar pradesh,Hotel-management,PG,121310
Heritage Institute of Hotel and Tourism ,Uttar pradesh,Hotel-management,PG,50000
"Amity University, Noida ",Uttar pradesh,Hotel-management,PG,136000
Institute of Hotel Management Catering Technology and ,Uttar pradesh,Hotel-management,PG,30000
"SAMS Institute of Hotel Management, Varanasi ",Uttar pradesh,Hotel-management,PG,30000
J.S. University ,Uttar pradesh,Hotel-management,PG,15500
AIHM institute of tourism and hotel management ,Uttar pradesh,Hotel-management,PG,30000
"Integral University, Lucknow ",Uttar pradesh,Hotel-management,PG,80000
"IFTM University, Moradabad ",Uttar pradesh,Hotel-management,PG,95000
Babu Banarasi Das University ,Uttar pradesh,Hotel-management,PG,40000
IIMT University ,Uttar pradesh,Hotel-management,PG,78000
Sunder Deep Group of Institutions ,Uttar pradesh,Hotel-management,PG,60000
"Institute of Hotel Management, Catering and Nutrition ",Delhi ncr,Hotel-management,PG,313000
State Institute of Hotel Management ,Delhi ncr,Hotel-management,PG,108550
"UEI Global Rohini, New Delhi ",Delhi ncr,Hotel-management,PG,157000
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Hotel-management,PG,45000
Maharshi Dayanand University ,Delhi ncr,Hotel-management,PG,54810
"Amity University, Noida ",Delhi ncr,Hotel-management,PG,136000
Institute of Hotel Management Catering Technology and ,Delhi ncr,Hotel-management,PG,30000
"SRM University Delhi NCR, Sonepat ",Delhi ncr,Hotel-management,PG,111000
"Indian Hotel Academy-[IHA], New Delhi ",Delhi ncr,Hotel-management,PG,100000
"Starex University, Gurgaon ",Delhi ncr,Hotel-management,PG,130000
IIMT University ,Delhi ncr,Hotel-management,PG,78000
Acharya Nagarjuna University ,Andhra pradesh,Hotel-management,PG,5140
"Risali Institute of Management, Visakhapatnam ",Andhra pradesh,Hotel-management,PG,140000
Sun International Institute for Tourism & Management- ,Andhra pradesh,Hotel-management,PG,170500
Sun International Institute For Tourism And Management ,Andhra pradesh,Hotel-management,PG,170500
"Acharya Nagarjuna University, Centre For Distance Education ",Andhra pradesh,Hotel-management,PG,10365
"Alliance College of Management and Hotel Management, ",Andhra pradesh,Hotel-management,PG,100000
"Shangrila Institute of Hotel Management and Aviation, ",Andhra pradesh,Hotel-management,PG,55000
Institute of Hotel Management ,Karnataka,Hotel-management,PG,128750
Welcomgroup Graduate School of Hotel Administration ,Karnataka,Hotel-management,PG,260000
Garden City University ,Karnataka,Hotel-management,PG,119000
International Institute of Hotel Management ,Karnataka,Hotel-management,PG,188000
Manipal Academy of Higher Education ,Karnataka,Hotel-management,PG,260000
"Srinivas University, Mangalore ",Karnataka,Hotel-management,PG,80000
M.S. Ramaiah University of Applied Sciences ,Karnataka,Hotel-management,PG,168250
Indian School of Business Management and Administration ,Telangana,Hotel-management,PG,14900
Sun International Institute for Tourism and Management ,Telangana,Hotel-management,PG,170500
"Risali Institute Of Management, Hyderabad ",Telangana,Hotel-management,PG,150000
Leo Academy of Hospitality and Tourism Management ,Telangana,Hotel-management,PG,55000
"Gesto Culinary & Hospitality Academy, Secunderabad ",Telangana,Hotel-management,PG,160000
"Greek Wings Institute of Hotel Management, Hyderabad ",Telangana,Hotel-management,PG,30000
"Vainavi Educational Institutions, Hyderabad ",Telangana,Hotel-management,PG,100000
Aims College Of Hotel Management & Catering ,Telangana,Hotel-management,PG,65000
Blooms College of Hotel Management and Catering ,Telangana,Hotel-management,PG,45000
"Westin College of Hotel Management, Hyderabad ",Telangana,Hotel-management,PG,60000
Institute of Hotel Management ,Madhya pradesh,Hotel-management,PG,64900
Institute for Excellence in Higher Education ,Madhya pradesh,Hotel-management,PG,800
Jagran Lakecity University ,Madhya pradesh,Hotel-management,PG,300000
LNCT University ,Madhya pradesh,Hotel-management,PG,45000
Shri Krishna University ,Madhya pradesh,Hotel-management,PG,50000
"People's University, Bhopal ",Madhya pradesh,Hotel-management,PG,31500
"Swami Vivekanand University, Sagar ",Madhya pradesh,Hotel-management,PG,32100
"Panache Academy, Indore ",Madhya pradesh,Hotel-management,PG,69000
Indian School of Business Management and Administration ,Madhya pradesh,Hotel-management,PG,14900
Jiwaji University ,Madhya pradesh,Hotel-management,PG,36855
State Institute of Hotel Management ,Madhya pradesh,Hotel-management,PG,24250
"Oriental School of Hotel Management Lakkidi, Wayanad ",Kerala,Hotel-management,PG,83250
Munnar Catering College ,Kerala,Hotel-management,PG,75000
State Institute of Hospitality Management ,Kerala,Hotel-management,PG,50000
Indian School of Business Management and Administration ,Kerala,Hotel-management,PG,14900
Institute of Hotel Management and Catering Technology ,Kerala,Hotel-management,PG,112350
"Institute of Hotel Management, Catering Technology & ",Rajasthan,Hotel-management,PG,30040
"Institute of Hotel Management, Jodhpur, Jodhpur ",Rajasthan,Hotel-management,PG,30000
Institute of Hotel Management and Catering ,Rajasthan,Hotel-management,PG,80000
Madhav University ,Rajasthan,Hotel-management,PG,50000
"Amity University, Jaipur ",Rajasthan,Hotel-management,PG,118000
"NIMS University, Jaipur ",Rajasthan,Hotel-management,PG,50000
Mewar University ,Rajasthan,Hotel-management,PG,53000
"Singhania University, Jhunjhunu ",Rajasthan,Hotel-management,PG,62000
"OPJS University, Churu ",Rajasthan,Hotel-management,PG,82000
"Apex University, Jaipur ",Rajasthan,Hotel-management,PG,15000
Suresh Gyan Vihar University ,Rajasthan,Hotel-management,PG,90000
"Jagannath University, Jaipur ",Rajasthan,Hotel-management,PG,90000
"Pacific University, Udaipur ",Rajasthan,Hotel-management,PG,55000
Jagdishprasad Jhabarmal Tibrewala University ,Rajasthan,Hotel-management,PG,60000
"Shyam University, Dausa ",Rajasthan,Hotel-management,PG,30000
"Shridhar University, Pilani ",Rajasthan,Hotel-management,PG,99300
Sangam University ,Rajasthan,Hotel-management,PG,27500
University of Technology ,Rajasthan,Hotel-management,PG,40000
Dr.Ambedkar Institute of Hotel Management Catering and ,Haryana,Hotel-management,PG,29770
Chandigarh Institute of Hotel Management and Catering ,Haryana,Hotel-management,PG,29900
Hotel & Catering Management Institute ,Haryana,Hotel-management,PG,94000
State Institute of Hotel Management ,Haryana,Hotel-management,PG,108550
Maharshi Dayanand University ,Haryana,Hotel-management,PG,54810
Kurukshetra University ,Haryana,Hotel-management,PG,62200
"SRM University Delhi NCR, Sonepat ",Haryana,Hotel-management,PG,111000
MM Institute of Hotel Management and Catering ,Haryana,Hotel-management,PG,43500
"Starex University, Gurgaon ",Haryana,Hotel-management,PG,130000
"NIILM University, Kaithal ",Haryana,Hotel-management,PG,70000
"Vedatya Institute, Gurgaon ",Haryana,Hotel-management,PG,52000
"SGT University, Gurgaon ",Haryana,Hotel-management,PG,162500
"IITT Institutions, Chandigarh ",Haryana,Hotel-management,PG,50000
Indian School of Business Management and Administration ,Gujarat,Hotel-management,PG,14900
"Auro University, Surat ",Gujarat,Hotel-management,PG,300000
Asia Pacific Institute of Management ,Gujarat,Hotel-management,PG,130000
"Panache Academy, Ahmedabad ",Gujarat,Hotel-management,PG,69000
Cambay Institute of Hospitality Management ,Gujarat,Hotel-management,PG,110000
Vivekanand Institute of Management ,Gujarat,Hotel-management,PG,80000
Aptech Aviation and Hospitality Academy ,Gujarat,Hotel-management,PG,43870
Parul Institute of Hotel Management & Catering ,Gujarat,Hotel-management,PG,42000
"Panache Academy, Vadodara ",Gujarat,Hotel-management,PG,69000
Bhagwan Mahavir University ,Gujarat,Hotel-management,PG,50000
Dr.Ambedkar Institute of Hotel Management Catering and ,Punjab,Hotel-management,PG,29770
Institute of Hotel Management ,Punjab,Hotel-management,PG,47242
Chandigarh Institute of Hotel Management and Catering ,Punjab,Hotel-management,PG,29900
Hotel & Catering Management Institute ,Punjab,Hotel-management,PG,94000
Chandigarh College of Hotel Management and Catering ,Punjab,Hotel-management,PG,44990
Institute of Hotel Management Catering Technology and ,Punjab,Hotel-management,PG,30500
"RIMT University, Gobindgarh ",Punjab,Hotel-management,PG,101000
Chandigarh Group of Colleges ,Punjab,Hotel-management,PG,44990
"Rayat Bahra University, Mohali ",Punjab,Hotel-management,PG,110000
"GNA University, Phagwara ",Punjab,Hotel-management,PG,85000
CT University ,Punjab,Hotel-management,PG,151700
Amritsar Group of Colleges ,Punjab,Hotel-management,PG,126000
"CT Group of Institutions, Jalandhar ",Punjab,Hotel-management,PG,50000
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Punjab,Hotel-management,PG,50000
Institute of Hotel Management Catering Technology & ,West bengal,Hotel-management,PG,66000
Guru Nanak Institute of Hotel Management ,West bengal,Hotel-management,PG,145000
"NIPS School of Hotel Management, Kolkata ",West bengal,Hotel-management,PG,430000
Seacom Skills University ,West bengal,Hotel-management,PG,70000
National Institute of Management ,West bengal,Hotel-management,PG,75000
International School of Hospitality Management ,West bengal,Hotel-management,PG,125000
"JIS University, Kolkata ",West bengal,Hotel-management,PG,145000
International Institute of Management Sciences ,West bengal,Hotel-management,PG,70000
Institute of Hotel Management Catering Technology & ,Orissa,Hotel-management,PG,33350
"C. V. Raman Global University, Bhubaneswar ",Orissa,Hotel-management,PG,65000
"National Institute of Hotel Management & Tourism, ",Orissa,Hotel-management,PG,66000
"DRIEMS Group of Institutions, Cuttack ",Orissa,Hotel-management,PG,60000
Aptech Aviation and Hospitality Academy ,Orissa,Hotel-management,PG,75000
Gopabandhu School of Hotel Management ,Orissa,Hotel-management,PG,36000
Ranijta Institute of Hotel Management and Catering ,Orissa,Hotel-management,PG,65000
State Institute of Hotel Management ,Orissa,Hotel-management,PG,40000
DRIEMS School of Hotel Management ,Orissa,Hotel-management,PG,60000
Trytoon Academy ,Orissa,Hotel-management,PG,110000
"BIITM School of Hotel Management, Bhubaneswar ",Orissa,Hotel-management,PG,60000
"IMB School of Hospitality, Bhubaneswar ",Orissa,Hotel-management,PG,60000
Swosti Institute of Management and Social Studies ,Orissa,Hotel-management,PG,54000
Institute of Hotel Management Catering Technology & ,Uttarakhand,Hotel-management,PG,123101
"Amrapali Institute of Hotel Management, Haldwani ",Uttarakhand,Hotel-management,PG,55000
IMS Unison University ,Uttarakhand,Hotel-management,PG,149050
"Institute of Media Management , Technology & ",Uttarakhand,Hotel-management,PG,50000
"Amazon Institute of Hotel Tourism and Management, ",Uttarakhand,Hotel-management,PG,150000
"Uttaranchal University, Dehradun ",Uttarakhand,Hotel-management,PG,70200
Graphic Era University ,Uttarakhand,Hotel-management,PG,85000
Himgiri Zee University ,Uttarakhand,Hotel-management,PG,140000
Institute of Technology and Management ,Uttarakhand,Hotel-management,PG,62500
BFIT Group of Institutions ,Uttarakhand,Hotel-management,PG,30000
"Maya Group of Colleges, Dehradun ",Uttarakhand,Hotel-management,PG,80800
Amrapali Group of Institutes ,Uttarakhand,Hotel-management,PG,55000
GRD Institute of Management and Technology ,Uttarakhand,Hotel-management,PG,30000
Imperial Institute of Management and Technology ,Uttarakhand,Hotel-management,PG,42570
Maya Institute of Technology & Management ,Uttarakhand,Hotel-management,PG,80800
Amrapali Institute of Applied Sciences ,Uttarakhand,Hotel-management,PG,16000
Tamil Nadu Agricultural University ,Tamil nadu,Agriculture,PG,21100
Anbil Dharmalingam Agricultural College and Research Institute ,Tamil nadu,Agriculture,PG,70825
Tamil Nadu Veterinary and Animal Sciences University ,Tamil nadu,Agriculture,PG,33325
Horticultural College and Research Institute ,Tamil nadu,Agriculture,PG,60630
Agricultural College and Research Institute ,Tamil nadu,Agriculture,PG,80416
Annamalai University ,Tamil nadu,Agriculture,PG,34630
Karunya Institute of Technology and Sciences ,Tamil nadu,Agriculture,PG,213500
"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",Maharashtra,Agriculture,PG,6000
Dr Balasaheb Sawant Konkan Krishi Vidyapeeth ,Maharashtra,Agriculture,PG,19100
Vasantrao Naik Marathwada Krishi Vidyapeeth ,Maharashtra,Agriculture,PG,46300
Dr. Panjabrao Deshmukh Krishi Vidyapeeth ,Maharashtra,Agriculture,PG,19100
Indian Veterinary Research Institute ,Uttar pradesh,Agriculture,PG,15900
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Agriculture,PG,117000
Sardar Vallabh Bhai Patel University of Agriculture ,Uttar pradesh,Agriculture,PG,72000
Amity Institute of Organic Agriculture ,Uttar pradesh,Agriculture,PG,100000
Chandra Shekhar Azad University of Agriculture and ,Uttar pradesh,Agriculture,PG,63650
Banaras Hindu University ,Uttar pradesh,Agriculture,PG,6262
Deen Dayal Upadhyaya Gorakhpur University ,Uttar pradesh,Agriculture,PG,2592
Narendra Deva University of Agriculture and Technology ,Uttar pradesh,Agriculture,PG,64000
"Amity University, Noida ",Uttar pradesh,Agriculture,PG,102000
Chaudhary Charan Singh University ,Uttar pradesh,Agriculture,PG,4795
Mangalayatan University ,Uttar pradesh,Agriculture,PG,50000
"Udai Pratap College, Varanasi ",Uttar pradesh,Agriculture,PG,6422
J.S. University ,Uttar pradesh,Agriculture,PG,10500
"Monad University, Hapur ",Uttar pradesh,Agriculture,PG,29000
Sharda University ,Uttar pradesh,Agriculture,PG,103000
Indian Agricultural Research Institute ,Delhi ncr,Agriculture,PG,29250
Indian Agricultural Statistics Research Institute ,Delhi ncr,Agriculture,PG,7550
National Dairy Research Institute ,Delhi ncr,Agriculture,PG,17800
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Agriculture,PG,13870
Sardar Vallabh Bhai Patel University of Agriculture ,Delhi ncr,Agriculture,PG,72000
Indira Gandhi National Open University ,Delhi ncr,Agriculture,PG,12700
Amity Institute of Organic Agriculture ,Delhi ncr,Agriculture,PG,100000
TERI School of Advanced Studies ,Delhi ncr,Agriculture,PG,66000
Maharshi Dayanand University ,Delhi ncr,Agriculture,PG,3084
"Amity University, Noida ",Delhi ncr,Agriculture,PG,102000
Chaudhary Charan Singh University ,Delhi ncr,Agriculture,PG,4795
"Monad University, Hapur ",Delhi ncr,Agriculture,PG,29000
Sharda University ,Delhi ncr,Agriculture,PG,103000
Galgotias University ,Delhi ncr,Agriculture,PG,60000
"Starex University, Gurgaon ",Delhi ncr,Agriculture,PG,25000
SunRise University ,Delhi ncr,Agriculture,PG,32200
"Shobhit University, Meerut ",Delhi ncr,Agriculture,PG,56200
Modern Vidya Niketan ,Delhi ncr,Agriculture,PG,105000
IIMT University ,Delhi ncr,Agriculture,PG,52000
G D Goenka University ,Delhi ncr,Agriculture,PG,129000
Acharya NG Ranga Agricultural University ,Andhra pradesh,Agriculture,PG,29830
Sri Venkateswara Veterinary University ,Andhra pradesh,Agriculture,PG,42195
"Dr. Y.S.R Horticultural University, Tadepalligudem ",Andhra pradesh,Agriculture,PG,68988
S. V. Agricultural College ,Andhra pradesh,Agriculture,PG,10920
"Acharya N. G. Ranga Agricultural University, College ",Andhra pradesh,Agriculture,PG,27800
"Acharya NG Ranga Agricultural University, Agricultural College ",Andhra pradesh,Agriculture,PG,27640
"College of Veterinary Science, Tirupati ",Andhra pradesh,Agriculture,PG,42195
"Karnataka Veterinary Animal and Fisheries Sciences University, ",Karnataka,Agriculture,PG,46788
Indian Institute of Plantation Management ,Karnataka,Agriculture,PG,75000
University of Agricultural Sciences ,Karnataka,Agriculture,PG,15500
University of Horticultural Sciences ,Karnataka,Agriculture,PG,39385
University of Agricultural and Horticultural Sciences ,Karnataka,Agriculture,PG,21475
University of Agricultural Sciences ,Karnataka,Agriculture,PG,27000
University of Agricultural Sciences ,Karnataka,Agriculture,PG,28925
Professor Jayashankar Telangana State Agricultural University ,Telangana,Agriculture,PG,45170
Jawaharlal Nehru Krishi Vishwa Vidyalaya ,Madhya pradesh,Agriculture,PG,36752
"RKDF University, Bhopal ",Madhya pradesh,Agriculture,PG,150000
Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya ,Madhya pradesh,Agriculture,PG,20795
Rabindranath Tagore University ,Madhya pradesh,Agriculture,PG,55000
Sardar Patel University ,Madhya pradesh,Agriculture,PG,68300
Shri Krishna University ,Madhya pradesh,Agriculture,PG,94000
AKS University ,Madhya pradesh,Agriculture,PG,54000
"ITM University, Gwalior ",Madhya pradesh,Agriculture,PG,85000
"Swami Vivekanand University, Sagar ",Madhya pradesh,Agriculture,PG,59500
Bhabha University ,Madhya pradesh,Agriculture,PG,55000
Sarvepalli Radhakrishnan University ,Madhya pradesh,Agriculture,PG,17000
"Renaissance University, Indore ",Madhya pradesh,Agriculture,PG,58000
P.K. University ,Madhya pradesh,Agriculture,PG,40000
Cochin University of Science and Technology ,Kerala,Agriculture,PG,8525
Kerala Veterinary and Animal Sciences University ,Kerala,Agriculture,PG,67650
Kerala Agricultural University ,Kerala,Agriculture,PG,30700
"KVASU, College of Veterinary and Animal Sciences ",Kerala,Agriculture,PG,54100
Mahatma Gandhi University ,Kerala,Agriculture,PG,8100
"Kerala Agricultural University, College of Agriculture Vellayani, ",Kerala,Agriculture,PG,33500
"Kerala Veterinary and Animal Sciences University, Distance ",Kerala,Agriculture,PG,54100
"College of Food Technology, Kerala Veterinary And ",Kerala,Agriculture,PG,67150
Mahatma Jyoti Rao Phoole University ,Rajasthan,Agriculture,PG,42500
College of Veterinary and Animal Sciences ,Rajasthan,Agriculture,PG,16000
Mewar University ,Rajasthan,Agriculture,PG,60000
"Swami Keshwanand Rajasthan Agricultural University, Bikaner ",Rajasthan,Agriculture,PG,20000
"Jagannath University, Jaipur ",Rajasthan,Agriculture,PG,27000
"SKN College of Agriculture, Jaipur ",Rajasthan,Agriculture,PG,72010
Madhav University ,Rajasthan,Agriculture,PG,75000
Career Point University ,Rajasthan,Agriculture,PG,76000
"Singhania University, Jhunjhunu ",Rajasthan,Agriculture,PG,22000
"Tantia University, Sriganganagar ",Rajasthan,Agriculture,PG,50000
SunRise University ,Rajasthan,Agriculture,PG,32200
"OPJS University, Churu ",Rajasthan,Agriculture,PG,13200
RNB Global University ,Rajasthan,Agriculture,PG,70000
"Apex University, Jaipur ",Rajasthan,Agriculture,PG,60000
Suresh Gyan Vihar University ,Rajasthan,Agriculture,PG,120000
National Dairy Research Institute ,Haryana,Agriculture,PG,17800
Maharshi Dayanand University ,Haryana,Agriculture,PG,3084
"PDM University, Bahadurgarh, Bahadurgarh ",Haryana,Agriculture,PG,135000
"Starex University, Gurgaon ",Haryana,Agriculture,PG,25000
Modern Vidya Niketan ,Haryana,Agriculture,PG,105000
"NIILM University, Kaithal ",Haryana,Agriculture,PG,70000
G D Goenka University ,Haryana,Agriculture,PG,129000
"SGT University, Gurgaon ",Haryana,Agriculture,PG,162500
Chaudhary Charan Singh Haryana Agricultural University ,Haryana,Agriculture,PG,15061
Maharishi Markandeshwar sadopur Campus ,Haryana,Agriculture,PG,71500
Om Sterling Global University ,Haryana,Agriculture,PG,70000
"Junagadh Agricultural University, Junagadh ",Gujarat,Agriculture,PG,39140
Anand Agricultural University ,Gujarat,Agriculture,PG,2020
Sardarkrushinagar Dantiwada Agricultural University ,Gujarat,Agriculture,PG,50880
"Navsari Agricultural University, Navsari ",Gujarat,Agriculture,PG,42900
RK University ,Gujarat,Agriculture,PG,100000
Gokul Global University ,Gujarat,Agriculture,PG,16000
"Lords Institute of Management, Surat ",Gujarat,Agriculture,PG,80358
"Maharaja Krishnakumarsinhji Bhavnagar University, Bhavnagar ",Gujarat,Agriculture,PG,16450
Veer Narmad South Gujarat University ,Gujarat,Agriculture,PG,6220
Punjab Agricultural University ,Punjab,Agriculture,PG,77470
"Khalsa College, Amritsar ",Punjab,Agriculture,PG,89740
"RIMT University, Gobindgarh ",Punjab,Agriculture,PG,114800
Guru Angad Dev Veterinary and Animal Sciences ,Punjab,Agriculture,PG,145655
"DAV University, Jalandhar ",Punjab,Agriculture,PG,95000
Sant Baba Bhag Singh University ,Punjab,Agriculture,PG,82500
"Rayat Bahra University, Mohali ",Punjab,Agriculture,PG,40000
Sri Guru Granth Sahib World University ,Punjab,Agriculture,PG,80000
CT University ,Punjab,Agriculture,PG,104700
"Aryans Group of Colleges, Rajpura ",Punjab,Agriculture,PG,51000
"Rayat Bahra Hoshiarpur Campus, Hoshiarpur ",Punjab,Agriculture,PG,40000
Uttar Banga Krishi Vishwavidyalaya ,West bengal,Agriculture,PG,6000
Bidhan Chandra Krishi Viswavidyalaya ,West bengal,Agriculture,PG,12220
Seacom Skills University ,West bengal,Agriculture,PG,70000
The Neotia University ,West bengal,Agriculture,PG,80000
Netaji Subhas Open University ,West bengal,Agriculture,PG,6000
"University of North Bengal, Darjeeling ",West bengal,Agriculture,PG,44040
Visva Bharati University ,West bengal,Agriculture,PG,12130
Orissa University of Agriculture and Technology ,Orissa,Agriculture,PG,35071
Siksha 'O' Anusandhan University ,Orissa,Agriculture,PG,40000
Centurion University of Technology and Management ,Orissa,Agriculture,PG,200000
"Utkal University, Bhubaneswar ",Orissa,Agriculture,PG,30000
Govind Ballabh Pant University of Agriculture and ,Uttarakhand,Agriculture,PG,49108
Dolphin PG Institute of BioMedical & Natural ,Uttarakhand,Agriculture,PG,75000
Wildlife Institute of India ,Uttarakhand,Agriculture,PG,352000
Doon Post Graduate College of Agriculture Science ,Uttarakhand,Agriculture,PG,80000
Doon Business School ,Uttarakhand,Agriculture,PG,105000
"College of Technology, GB Pant University of ",Uttarakhand,Agriculture,PG,55756
University of Petroleum and Energy Studies ,Uttarakhand,Agriculture,PG,466000
"Uttaranchal University, Dehradun ",Uttarakhand,Agriculture,PG,155000
"Quantum University, Roorkee ",Uttarakhand,Agriculture,PG,73500
Graphic Era Hill University ,Uttarakhand,Agriculture,PG,112100
Shri Guru Ram Rai University ,Uttarakhand,Agriculture,PG,68500
Himgiri Zee University ,Uttarakhand,Agriculture,PG,140000
Dev Bhoomi Group of Institutions ,Uttarakhand,Agriculture,PG,72500
BFIT Group of Institutions ,Uttarakhand,Agriculture,PG,59500
Phonics Group of Institutions ,Uttarakhand,Agriculture,PG,54800
Himalayan Institute of Technology ,Uttarakhand,Agriculture,PG,70000
"Maya Group of Colleges, Dehradun ",Uttarakhand,Agriculture,PG,121400
Christian Medical College ,Tamil nadu,Medical,PG,23280
Sri Ramachandra Institute of Higher Education and ,Tamil nadu,Medical,PG,125000
SRM Institute of Technology ,Tamil nadu,Medical,PG,260000
"Saveetha Medical College, Chennai ",Tamil nadu,Medical,PG,145000
Annamalai University ,Tamil nadu,Medical,PG,64410
Madras Medical College ,Tamil nadu,Medical,PG,600000
"Sri Ramachandra Medical College, Chennai ",Tamil nadu,Medical,PG,125000
Madras Christian College ,Tamil nadu,Medical,PG,21000
"Saveetha Dental College & Hospital, Chennai ",Tamil nadu,Medical,PG,600000
Sree Balaji Medical College and Hospital ,Tamil nadu,Medical,PG,125000
"Vels Institute of Science, Technology & Advanced ",Tamil nadu,Medical,PG,54550
"Dr. M.G.R. Educational and Research Institute, Chennai ",Tamil nadu,Medical,PG,35000
Vinayaka Missions University ,Tamil nadu,Medical,PG,35400
Dr DY Patil Vidyapeeth ,Maharashtra,Medical,PG,190000
Armed Forces Medical College ,Maharashtra,Medical,PG,31870
Seth GS Medical College ,Maharashtra,Medical,PG,67230
Mahatma Gandhi Institute of Medical Sciences ,Maharashtra,Medical,PG,92900
"Lokmanya Tilak Municipal Medical College-[LTMMC], Mumbai ",Maharashtra,Medical,PG,44335
Byramjee Jeejeebhoy Government Medical College ,Maharashtra,Medical,PG,104400
K.J. Somaiya Medical College & Research Centre ,Maharashtra,Medical,PG,800000
Dr DY Patil Medical College Hospital and ,Maharashtra,Medical,PG,2500000
"Government Medical College, Latur ",Maharashtra,Medical,PG,71230
"MGM Medical College, Navi Mumbai ",Maharashtra,Medical,PG,2500000
"D Y Patil Medical College, Kolhapur ",Maharashtra,Medical,PG,3220000
"DY Patil University, Navi Mumbai ",Maharashtra,Medical,PG,615000
Mumbai University ,Maharashtra,Medical,PG,3450
Maharashtra Institute of Medical Education and Research ,Maharashtra,Medical,PG,800000
Smt Kashibai Navale Medical College and General ,Maharashtra,Medical,PG,1055000
Rashtrasant Tukadoji Maharaj Nagpur University ,Maharashtra,Medical,PG,27030
Dr. Vithalrao Vikhe Patil Foundation's Medical College ,Maharashtra,Medical,PG,800000
Bharati Vidyapeeth Deemed University ,Maharashtra,Medical,PG,25000
"Yashwantrao Chavan Maharashtra Open University- [YCMOU], Nashik ",Maharashtra,Medical,PG,25000
Krishna Institute of Medical Sciences University ,Maharashtra,Medical,PG,2100000
Indira Gandhi Government Medical College & Hospital ,Maharashtra,Medical,PG,84150
Tata Institute of Social Sciences ,Maharashtra,Medical,PG,120000
Sanjay Gandhi Postgraduate Institute of Medical Sciences ,Uttar pradesh,Medical,PG,75900
Banaras Hindu University ,Uttar pradesh,Medical,PG,30000
King George's Medical University ,Uttar pradesh,Medical,PG,73000
Aligarh Muslim University ,Uttar pradesh,Medical,PG,47570
"Era's Lucknow Medical College and Hospital, Lucknow ",Uttar pradesh,Medical,PG,145000
Institute of Medical Sciences ,Uttar pradesh,Medical,PG,29748
Shri Ram Murti Smarak Institute of Medical ,Uttar pradesh,Medical,PG,126000
Jawahar Lal Nehru Medical College ,Uttar pradesh,Medical,PG,32445
"Amity University, Noida ",Uttar pradesh,Medical,PG,120000
Baba Raghav Das Medical College ,Uttar pradesh,Medical,PG,42000
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Medical,PG,10000
Teerthanker Mahaveer University ,Uttar pradesh,Medical,PG,103000
Mangalayatan University ,Uttar pradesh,Medical,PG,80000
Institute of Technology and Science ,Uttar pradesh,Medical,PG,95000
Chhatrapati Shahu Ji Maharaj University ,Uttar pradesh,Medical,PG,89143
University of Lucknow ,Uttar pradesh,Medical,PG,15080
J.S. University ,Uttar pradesh,Medical,PG,10500
Institute of Applied Medicines and Research ,Uttar pradesh,Medical,PG,85000
Sharda University ,Uttar pradesh,Medical,PG,150380
Galgotias University ,Uttar pradesh,Medical,PG,60000
"Rama University, Kanpur ",Uttar pradesh,Medical,PG,54000
"Integral University, Lucknow ",Uttar pradesh,Medical,PG,50000
"GLA University, Mathura ",Uttar pradesh,Medical,PG,57000
Sanskriti University ,Uttar pradesh,Medical,PG,50000
All India Institute of Medical Sciences ,Delhi ncr,Medical,PG,1465
Institute of Liver and Biliary Sciences ,Delhi ncr,Medical,PG,80000
"Jamia Hamdard University, New Delhi ",Delhi ncr,Medical,PG,145000
Vardhman Mahavir Medical College ,Delhi ncr,Medical,PG,33500
University College of Medical Sciences ,Delhi ncr,Medical,PG,7045
Lady Hardinge Medical College ,Delhi ncr,Medical,PG,18600
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Delhi ncr,Medical,PG,21153
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Medical,PG,21800
"Amity University, Noida ",Delhi ncr,Medical,PG,120000
Hamdard Institute of Medical Sciences and Research ,Delhi ncr,Medical,PG,204500
Indira Gandhi National Open University ,Delhi ncr,Medical,PG,6500
Institute of Technology and Science ,Delhi ncr,Medical,PG,95000
"Gurugram University, Gurgaon ",Delhi ncr,Medical,PG,50000
Institute of Applied Medicines and Research ,Delhi ncr,Medical,PG,85000
Sharda University ,Delhi ncr,Medical,PG,150380
Galgotias University ,Delhi ncr,Medical,PG,60000
"Amity University, Gurgaon ",Delhi ncr,Medical,PG,84000
